host;Trigger
SRV1094;"{"jsonrpc":"2.0","result":[{"triggerid":"220430","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"220432","description":"{HOSTNAME} is unreachable"},{"triggerid":"392562","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336907","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424852","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425588","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"220444","description":"Service: DNS Client is not running"},{"triggerid":"220445","description":"Service: Event log is not running"},{"triggerid":"220446","description":"Service: Server is not running"},{"triggerid":"220496","description":"AOS service is down"},{"triggerid":"220447","description":"Service: Remote Procedure Call is not running"},{"triggerid":"220448","description":"Service: Task Scheduler is not running"},{"triggerid":"426324","description":"SentinelAgent service is down"},{"triggerid":"220449","description":"Service: Print Spooler is not running"},{"triggerid":"220452","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"220453","description":"CPU System > 90% in last 15min"},{"triggerid":"220456","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393287","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337608","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"220505","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"220507","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV1095;"{"jsonrpc":"2.0","result":[{"triggerid":"220464","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"220466","description":"{HOSTNAME} is unreachable"},{"triggerid":"392563","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336908","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424853","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425589","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"220478","description":"Service: DNS Client is not running"},{"triggerid":"220479","description":"Service: Event log is not running"},{"triggerid":"220480","description":"Service: Server is not running"},{"triggerid":"220497","description":"AOS service is down"},{"triggerid":"220481","description":"Service: Remote Procedure Call is not running"},{"triggerid":"220482","description":"Service: Task Scheduler is not running"},{"triggerid":"426325","description":"SentinelAgent service is down"},{"triggerid":"220483","description":"Service: Print Spooler is not running"},{"triggerid":"220486","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"220487","description":"CPU System > 90% in last 15min"},{"triggerid":"220490","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393288","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337609","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"220508","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"220510","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV1100;"{"jsonrpc":"2.0","result":[{"triggerid":"220630","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"220632","description":"{HOSTNAME} is unreachable"},{"triggerid":"392230","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336600","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424510","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425246","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"224297","description":"AOS service is down"},{"triggerid":"425982","description":"SentinelAgent service is down"},{"triggerid":"220646","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"220647","description":"CPU System > 95% in last 15min"},{"triggerid":"392955","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337301","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"220652","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"220687","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"220689","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
SRV1101;"{"jsonrpc":"2.0","result":[{"triggerid":"220659","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"220661","description":"{HOSTNAME} is unreachable"},{"triggerid":"392231","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336601","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424511","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425247","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"224298","description":"AOS service is down"},{"triggerid":"425983","description":"SentinelAgent service is down"},{"triggerid":"220675","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"220676","description":"CPU System > 95% in last 15min"},{"triggerid":"392956","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337302","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"220681","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"220690","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"220692","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
ROOM-MBE-001;"{"jsonrpc":"2.0","result":[{"triggerid":"223449","description":"{HOSTNAME} is unreachable"},{"triggerid":"223451","description":"Link to Skype server is down"},{"triggerid":"223450","description":"Link to Mail server is down"},{"triggerid":"392382","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336727","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424671","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425407","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426143","description":"SentinelAgent service is down"},{"triggerid":"223459","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"223460","description":"Screen is not working"},{"triggerid":"246837","description":"{HOST.NAME} is not restarted"},{"triggerid":"393107","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337428","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"229586","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"229587","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-MBE-002;"{"jsonrpc":"2.0","result":[{"triggerid":"223475","description":"{HOSTNAME} is unreachable"},{"triggerid":"223477","description":"Link to Skype server is down"},{"triggerid":"223476","description":"Link to Mail server is down"},{"triggerid":"392383","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336728","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424672","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425408","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426144","description":"SentinelAgent service is down"},{"triggerid":"223485","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"223486","description":"Screen is not working"},{"triggerid":"246838","description":"{HOST.NAME} is not restarted"},{"triggerid":"393108","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337429","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"224692","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"224693","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-MBE-003;"{"jsonrpc":"2.0","result":[{"triggerid":"223501","description":"{HOSTNAME} is unreachable"},{"triggerid":"223503","description":"Link to Skype server is down"},{"triggerid":"223502","description":"Link to Mail server is down"},{"triggerid":"392384","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336729","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424673","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425409","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426145","description":"SentinelAgent service is down"},{"triggerid":"223511","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"223512","description":"Screen is not working"},{"triggerid":"246839","description":"{HOST.NAME} is not restarted"},{"triggerid":"393109","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337430","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"443932","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"443933","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-MSE-001;"{"jsonrpc":"2.0","result":[{"triggerid":"223527","description":"{HOSTNAME} is unreachable"},{"triggerid":"223529","description":"Link to Skype server is down"},{"triggerid":"223528","description":"Link to Mail server is down"},{"triggerid":"392385","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336730","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424674","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425410","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426146","description":"SentinelAgent service is down"},{"triggerid":"223537","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"223538","description":"Screen is not working"},{"triggerid":"246840","description":"{HOST.NAME} is not restarted"},{"triggerid":"393110","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337431","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"224153","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"224154","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-MNO-001;"{"jsonrpc":"2.0","result":[{"triggerid":"223553","description":"{HOSTNAME} is unreachable"},{"triggerid":"223555","description":"Link to Skype server is down"},{"triggerid":"223554","description":"Link to Mail server is down"},{"triggerid":"392386","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336731","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424675","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425411","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426147","description":"SentinelAgent service is down"},{"triggerid":"223563","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"223564","description":"Screen is not working"},{"triggerid":"246841","description":"{HOST.NAME} is not restarted"},{"triggerid":"393111","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337432","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"224442","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"224443","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-MDK-001;"{"jsonrpc":"2.0","result":[{"triggerid":"223579","description":"{HOSTNAME} is unreachable"},{"triggerid":"223581","description":"Link to Skype server is down"},{"triggerid":"223580","description":"Link to Mail server is down"},{"triggerid":"392387","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336732","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424676","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425412","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426148","description":"SentinelAgent service is down"},{"triggerid":"223589","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"223590","description":"Screen is not working"},{"triggerid":"246842","description":"{HOST.NAME} is not restarted"},{"triggerid":"393112","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337433","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"224416","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"224417","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
MFRSGN016;"{"jsonrpc":"2.0","result":[{"triggerid":"392365","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336708","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424654","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425390","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426126","description":"SentinelAgent service is down"},{"triggerid":"393090","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337409","description":"TRAPS Memory usage > 50% in last 15min"}],"id":1}"
ROOM-MIT-RMA;"{"jsonrpc":"2.0","result":[{"triggerid":"224160","description":"{HOSTNAME} is unreachable"},{"triggerid":"224162","description":"Link to Skype server is down"},{"triggerid":"224161","description":"Link to Mail server is down"},{"triggerid":"392388","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336733","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424677","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425413","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426149","description":"SentinelAgent service is down"},{"triggerid":"224170","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"224171","description":"Screen is not working"},{"triggerid":"246843","description":"{HOST.NAME} is not restarted"},{"triggerid":"393113","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337434","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"224214","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"224215","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
SRV1030;"{"jsonrpc":"2.0","result":[{"triggerid":"224184","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"224186","description":"{HOSTNAME} is unreachable"},{"triggerid":"392232","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336602","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424512","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425248","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"425984","description":"SentinelAgent service is down"},{"triggerid":"224200","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"224201","description":"CPU System > 95% in last 15min"},{"triggerid":"392957","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337303","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"224206","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"224218","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"224220","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
ROOM-MCZ-001;"{"jsonrpc":"2.0","result":[{"triggerid":"224385","description":"{HOSTNAME} is unreachable"},{"triggerid":"224387","description":"Link to Skype server is down"},{"triggerid":"224386","description":"Link to Mail server is down"},{"triggerid":"392389","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336734","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424678","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425414","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426150","description":"SentinelAgent service is down"},{"triggerid":"224395","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"224396","description":"Screen is not working"},{"triggerid":"246844","description":"{HOST.NAME} is not restarted"},{"triggerid":"393114","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337435","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"229564","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"229565","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-CAS-001;"{"jsonrpc":"2.0","result":[{"triggerid":"224449","description":"{HOSTNAME} is unreachable"},{"triggerid":"224451","description":"Link to Skype server is down"},{"triggerid":"224450","description":"Link to Mail server is down"},{"triggerid":"392390","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336735","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424679","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425415","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426151","description":"SentinelAgent service is down"},{"triggerid":"224459","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"224460","description":"Screen is not working"},{"triggerid":"246845","description":"{HOST.NAME} is not restarted"},{"triggerid":"393115","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337436","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"230756","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"230757","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-MCO-001;"{"jsonrpc":"2.0","result":[{"triggerid":"224475","description":"{HOSTNAME} is unreachable"},{"triggerid":"224477","description":"Link to Skype server is down"},{"triggerid":"224476","description":"Link to Mail server is down"},{"triggerid":"392391","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336736","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424680","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425416","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426152","description":"SentinelAgent service is down"},{"triggerid":"224485","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"224486","description":"Screen is not working"},{"triggerid":"393116","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337437","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"225026","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"225027","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-PIC-001;"{"jsonrpc":"2.0","result":[{"triggerid":"224501","description":"{HOSTNAME} is unreachable"},{"triggerid":"224503","description":"Link to Skype server is down"},{"triggerid":"224502","description":"Link to Mail server is down"},{"triggerid":"392392","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336737","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424681","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425417","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426153","description":"SentinelAgent service is down"},{"triggerid":"224511","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"224512","description":"Screen is not working"},{"triggerid":"246847","description":"{HOST.NAME} is not restarted"},{"triggerid":"393117","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337438","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"224831","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"224832","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
SRV1107;"{"jsonrpc":"2.0","result":[{"triggerid":"225121","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"225123","description":"{HOSTNAME} is unreachable"},{"triggerid":"392233","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336603","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424513","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"443835","description":"Splunk-MonitorNoHandle CPU usage > 50% in last 15min"},{"triggerid":"443853","description":"Splunk-winevtlog CPU usage > 50% in last 15min"},{"triggerid":"443871","description":"Splunkd CPU usage > 50% in last 15min"},{"triggerid":"425249","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"225111","description":"Service: Distributed File System Replication is not running"},{"triggerid":"225112","description":"Service: Distributed File System is not running"},{"triggerid":"225114","description":"Service: DNS Server is not running"},{"triggerid":"225115","description":"Service: Kerberos Key Distribution Center is not running"},{"triggerid":"225116","description":"Service: Net Logon is not running"},{"triggerid":"225117","description":"Service: Security Accounts Manager is not running"},{"triggerid":"425985","description":"SentinelAgent service is down"},{"triggerid":"443889","description":"Splunkd Memory usage > 50% in last 15min"},{"triggerid":"443907","description":"Splunk-MonitorNoHandle Memory usage > 50% in last 15min"},{"triggerid":"443925","description":"Splunk-winevtlog Memory usage > 50% in last 15min"},{"triggerid":"225137","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"225138","description":"CPU System > 95% in last 15min"},{"triggerid":"225119","description":"Time difference > 30s"},{"triggerid":"392958","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337304","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"225143","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"225149","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"225151","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
SRV0904;"{"jsonrpc":"2.0","result":[{"triggerid":"229440","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"229442","description":"{HOSTNAME} is unreachable"},{"triggerid":"392234","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336604","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424514","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425250","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"425986","description":"SentinelAgent service is down"},{"triggerid":"229419","description":"Service: VMware Horizon View Composer is not running"},{"triggerid":"229420","description":"Service: VMware Universal File Access is not running"},{"triggerid":"229456","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"229457","description":"CPU System > 95% in last 15min"},{"triggerid":"392959","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337305","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"229462","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"229468","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"229470","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
SRV0906;"{"jsonrpc":"2.0","result":[{"triggerid":"229493","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"229483","description":"High number of connection server errors"},{"triggerid":"229495","description":"{HOSTNAME} is unreachable"},{"triggerid":"453833","description":"VMware Horizon service is not available"},{"triggerid":"392235","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336605","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424515","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425251","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"425987","description":"SentinelAgent service is down"},{"triggerid":"229485","description":"Service: VMware View Connection Server is not running"},{"triggerid":"229486","description":"Service: VMware View Framework Component is not running"},{"triggerid":"229487","description":"Service: VMware View Message Bus Component is not running"},{"triggerid":"229490","description":"Service: VMware View Web Component is not running"},{"triggerid":"229491","description":"Service: VMwareVDMDS is not running"},{"triggerid":"229509","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"229510","description":"CPU System > 95% in last 15min"},{"triggerid":"392960","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337306","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"229515","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"229559","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"229561","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
SRV0908;"{"jsonrpc":"2.0","result":[{"triggerid":"229531","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"229521","description":"High number of connection server errors"},{"triggerid":"229533","description":"{HOSTNAME} is unreachable"},{"triggerid":"453834","description":"VMware Horizon service is not available"},{"triggerid":"392236","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336606","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424516","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425252","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"425988","description":"SentinelAgent service is down"},{"triggerid":"229523","description":"Service: VMware View Connection Server is not running"},{"triggerid":"229524","description":"Service: VMware View Framework Component is not running"},{"triggerid":"229525","description":"Service: VMware View Message Bus Component is not running"},{"triggerid":"229528","description":"Service: VMware View Web Component is not running"},{"triggerid":"229529","description":"Service: VMwareVDMDS is not running"},{"triggerid":"229547","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"229548","description":"CPU System > 95% in last 15min"},{"triggerid":"392961","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337307","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"229553","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"229569","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"229571","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
MFRSGN017;"{"jsonrpc":"2.0","result":[{"triggerid":"392366","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336709","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424655","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425391","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426127","description":"SentinelAgent service is down"},{"triggerid":"393091","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337410","description":"TRAPS Memory usage > 50% in last 15min"}],"id":1}"
MFRSGN018;"{"jsonrpc":"2.0","result":[{"triggerid":"392367","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336710","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424656","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425392","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426128","description":"SentinelAgent service is down"},{"triggerid":"393092","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337411","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"448034","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"448035","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-RAP-002;"{"jsonrpc":"2.0","result":[{"triggerid":"229777","description":"{HOSTNAME} is unreachable"},{"triggerid":"229779","description":"Link to Skype server is down"},{"triggerid":"229778","description":"Link to Mail server is down"},{"triggerid":"392393","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336738","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424682","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425418","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426154","description":"SentinelAgent service is down"},{"triggerid":"229787","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"229788","description":"Screen is not working"},{"triggerid":"246848","description":"{HOST.NAME} is not restarted"},{"triggerid":"393118","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337439","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"231658","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"231659","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
ROOM-MUK-002;"{"jsonrpc":"2.0","result":[{"triggerid":"229803","description":"{HOSTNAME} is unreachable"},{"triggerid":"229805","description":"Link to Skype server is down"},{"triggerid":"229804","description":"Link to Mail server is down"},{"triggerid":"392394","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336739","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424683","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425419","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"426155","description":"SentinelAgent service is down"},{"triggerid":"229813","description":"Skype is not running on {HOST.NAME}"},{"triggerid":"229814","description":"Screen is not working"},{"triggerid":"246849","description":"{HOST.NAME} is not restarted"},{"triggerid":"393119","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337440","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"231170","description":"Free inodes is less than 1% on {HOSTNAME} in volume C:"},{"triggerid":"231171","description":"Free inodes is less than 5% on {HOSTNAME} in volume C:"}],"id":1}"
